stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2000,2,1,6.8,0.0,3.6
352200375,WARSZAWA,2000,2,2,6.8,4.6,5.6
352200375,WARSZAWA,2000,2,3,6.3,-0.2,2.2
352200375,WARSZAWA,2000,2,4,2.8,-2.7,-0.3
352200375,WARSZAWA,2000,2,5,8.4,0.9,6.9
352200375,WARSZAWA,2000,2,6,11.8,5.7,8.0
352200375,WARSZAWA,2000,2,7,11.0,-0.2,6.8
352200375,WARSZAWA,2000,2,8,9.3,3.2,5.6
352200375,WARSZAWA,2000,2,9,7.9,3.3,5.0
352200375,WARSZAWA,2000,2,10,4.3,1.1,2.4
352200375,WARSZAWA,2000,2,11,6.2,0.3,2.7
352200375,WARSZAWA,2000,2,12,6.2,-1.8,2.3
352200375,WARSZAWA,2000,2,13,6.6,0.9,2.8
352200375,WARSZAWA,2000,2,14,3.9,-0.6,0.8
352200375,WARSZAWA,2000,2,15,1.8,-5.1,-0.8
352200375,WARSZAWA,2000,2,16,5.4,-0.1,3.1
352200375,WARSZAWA,2000,2,17,5.0,-1.0,0.8
352200375,WARSZAWA,2000,2,18,0.5,-1.9,-0.1
352200375,WARSZAWA,2000,2,19,2.0,-3.2,-0.7
352200375,WARSZAWA,2000,2,20,1.7,-2.5,-0.9
352200375,WARSZAWA,2000,2,21,0.0,-4.7,-2.0
352200375,WARSZAWA,2000,2,22,0.6,-3.2,-1.3
352200375,WARSZAWA,2000,2,23,2.7,-3.2,-0.9
352200375,WARSZAWA,2000,2,24,3.2,-7.6,-1.1
352200375,WARSZAWA,2000,2,25,3.8,0.1,2.6
352200375,WARSZAWA,2000,2,26,5.3,1.1,2.9
352200375,WARSZAWA,2000,2,27,7.1,1.8,3.5
352200375,WARSZAWA,2000,2,28,12.8,0.0,5.8
352200375,WARSZAWA,2000,2,29,9.4,5.2,7.0
